as_of,team,player,club,position,talent,talent_se,exp_minutes,available,age,is_starter
2026-06-01,Uzbekistan,Jaloliddin Masharipov,Esteghlal,MID,62.0,8.0,,True,32.7,True
2026-06-01,Uzbekistan,Oston Urunov,Persepolis,MID,62.0,8.0,,True,25.4,True
2026-06-01,Uzbekistan,Abduvohid Nematov,Nasaf,GK,62.0,8.0,,True,25.2,False
2026-06-01,Uzbekistan,Sherzod Nasrullaev,Nasaf,DEF,62.0,8.0,,True,27.9,False
2026-06-01,Uzbekistan,Eldor Shomurodov,İstanbul Başakşehir,FWD,72.0,3.0,,True,30.9,True
2026-06-01,Uzbekistan,Umar Eshmurodov,Nasaf,DEF,62.0,8.0,,True,33.5,False
2026-06-01,Uzbekistan,Botirali Ergashev,Neftchi Fergana,GK,62.0,8.0,,True,30.9,False
2026-06-01,Uzbekistan,Dostonbek Khamdamov,Pakhtakor,MID,62.0,8.0,,True,29.9,False
2026-06-01,Uzbekistan,Abdulla Abdullaev,Dibba,DEF,62.0,8.0,,True,28.7,False
2026-06-01,Uzbekistan,Azizjon Ganiev,Al Bataeh,MID,62.0,8.0,,True,28.3,False
2026-06-01,Uzbekistan,Azizbek Amonov,Dinamo Samarqand,FWD,62.0,8.0,,True,28.6,False
2026-06-01,Uzbekistan,Igor Sergeev,Persepolis,FWD,62.0,8.0,,True,33.1,True
2026-06-01,Uzbekistan,Abbosbek Fayzullaev,İstanbul Başakşehir,MID,62.0,8.0,,True,22.7,False
2026-06-01,Uzbekistan,Sherzod Esanov,Bukhara,MID,62.0,8.0,,True,23.3,False
2026-06-01,Uzbekistan,Bekhruz Karimov,Surkhon Termiz,DEF,62.0,8.0,,True,18.8,False
2026-06-01,Uzbekistan,Avazbek Ulmasaliev,AGMK,DEF,62.0,8.0,,True,26.2,False
2026-06-01,Uzbekistan,Jakhongir Urozov,Dinamo Samarqand,DEF,62.0,8.0,,True,22.4,False
